T,Hs
13.997105506524186,4.997226202844934
13.286232503814976,4.583049831978701
13.404125344246694,5.204198903731486
11.943161736146955,4.82967718167581
11.993177522108226,4.660490883673091
12.738887440070654,4.954292734185173
12.634464403499376,5.313943110497138
11.84555815377306,4.516451655625243
12.154540795312558,4.343832551008383
13.328388734051906,4.774339781456699
12.787686433140571,4.600420015781167
13.033109532900257,4.629860364287458
13.255295692652346,4.423559328052468
13.317667996280065,4.756762111100365
13.909563394569076,4.753053265680914
13.85691599436758,4.473742144379803
13.560189173504481,4.943359221015604
13.098139013288757,4.559376442716702
12.960558826732308,4.3012726563192905
12.829414339500639,3.862251841503865
13.209071160234538,4.150469996518467
12.154893353071142,3.5220409395689876
12.490708998888087,3.6606502938139274
12.496162391026086,3.6578024759136456
12.175683889467516,3.5170302735120145
12.292253110472686,3.338841464580191
12.140647087097195,3.2093252685260802
12.101500768164337,3.256190071479243
12.63286808459308,3.225271086529006
12.50953227191109,3.393375235956082
12.62529362302584,3.2689662379412847
12.335780191753587,3.283035844580439
12.73534041105095,3.1955582597098737
12.435510345635965,3.251509334324599
12.370120139996356,2.9333228576479606
12.214543202228556,2.806801144078433
12.193962575918148,2.872294454543266
11.939308013651432,2.4506311826955924
11.642738274459395,2.6277346310462932
11.70739350410705,2.3684599212146273
12.110839154420812,2.674300345436166
11.544156796081495,2.4594470184982633
11.764598691040574,2.356244287165488
11.55860381397114,2.261994232176554
11.593654317630778,2.133421979449916
11.474423686620227,2.178779460523712
11.237553273351653,2.091682855119293
11.418735849524635,2.113793476004692
11.167585332800464,2.130790212855315
11.428797673065493,2.117960829854981
11.139195802932294,1.8994749803037676
11.135205882252096,1.933148449964461
11.305691178898499,1.7942209487128387
11.308003498226464,1.8971524957156183
11.46535684400395,1.8466211856252486
11.828363149200706,1.9899517461486345
11.454755459464776,1.7137868394873381
11.39465091051472,1.6610568784963382
11.152211299129762,1.6721194904671135
11.220127459868277,1.723581319462473
11.822030057687455,1.797791541197143
11.50848354553987,1.73100658300308
11.45950785479049,1.580439208827723
11.922734328649566,1.5860086098126958
11.522487441382042,1.6697208097164025
11.995580215206173,1.628402728565633
11.798767062480854,1.556933145385504
12.517498222960073,1.6499200940651637
12.560884881769422,1.6387076249288643
12.04765739875039,1.5367224722766306
12.694402344073632,1.927750323252469
12.47488004581922,1.8799622143011279
12.118502550278855,1.786385396492033
12.286076676878452,1.937497495843543
11.780936351658973,1.636994647028511
12.231863227542696,1.8979973643817314
12.751298706936812,1.8825188277411726
12.612030590222265,1.6809648479370407
12.46572674403252,1.873555417701862
12.243379961637347,1.8155391732485422
11.939783385923045,1.9584840637595187
11.757975031427492,2.063905678852597
10.923143636963017,1.9943778903708294
11.3656191775732,2.108097444427083
10.94217235599179,2.233284616344276
10.691317067919316,2.189422934017089
11.430250860344207,2.4358672216687016
10.381353962881432,1.9947797801261167
11.27056704745591,2.4338919269351296
9.963569154994415,2.0418437160566425
10.119388584053752,2.457816841996164
9.797035833889394,2.10524364936698
9.322984130497394,2.1255169039083177
10.086203160464972,2.4485041113300174
10.095313978512138,2.3844820138554197
9.311723578329339,2.4347151611636217
9.297638695313992,2.5108943211533217
9.245959348541797,2.455695994702927
9.419828209289292,2.4656318596254385
9.154846005537241,2.3150600313598777
9.878403617095735,2.496326224514736
10.102886237114811,2.5123305314388866
9.442975933231514,2.274892253448501
10.00103824994882,2.1980100139899266
10.154861849158573,2.2450981783432096
11.173867568656469,2.4097294858967055
10.898624742433578,2.2959370332829248
12.150950406753438,2.354542658946743
12.061307960567738,2.4100621147182077
11.167083375176224,2.2579152083282485
11.285975621317544,2.169192636904339
12.710435571055564,2.479248864958901
10.837738657166117,2.2065636766701293
11.76751511280959,2.2845618417543436
10.728689072770347,2.139612621200389
11.754855315129127,2.324045221246781
11.28789711996812,2.0888066340377223
12.22501477273319,2.4196884599468587
11.85688382848548,2.438827164027824
10.710147913083343,2.0390937569420386
11.832889211318262,2.262880003535317
11.934774316710476,2.2259143165899267
12.52857240302144,2.036340084170618
11.91970319087909,2.0741724840523745
11.690793499996406,1.6781011919428457
11.615454233409979,1.7001683695446166
10.922656206977509,1.6293869551460143
12.051249224800193,1.934806382044467
11.998543607631035,1.7966764933064605
12.732937074661198,1.9187893251735584
11.7303824198947,1.674754071259419
13.125340459729085,1.9271264894655977
13.198080088500124,1.9517189863297433
13.049701722126294,1.9095764030800129
12.880356078876973,1.6661163135867791
12.891563403515278,1.6864399302673068
12.381724465784245,1.6053493613540946
12.739642029415483,1.833770802472326
11.972625146883566,1.6251998757076003
12.446410399627903,1.5923138291178658
12.15130026794064,1.3809447140273212
12.606611433840497,1.5149201597444004
12.517170921398726,1.493067923706085
12.500924999126655,1.3687005039817879
12.566601011237008,1.383264656383586
12.50732504960482,1.2383304609029044
12.036343655668475,1.2576002458651159
11.997072572212595,1.2702843817035616
11.089128724216367,1.1300221565969404
11.83707640361359,1.288454600209103
11.046004713613954,1.1580492815074839
11.31609670769813,1.1573568752981942
11.393980042400637,1.160814776267084
11.524761547356073,1.0990961766833691
11.925142960053838,1.0282565123547722
12.021512591578315,1.073639581237577
12.045550862730222,1.0635124488222973
12.215421422504798,1.0387274314275134
12.461041189264074,1.0340867793372082
12.198386216195516,1.1646066089456988
12.058789581796669,1.1103432038788725
12.345907094319514,1.1430701220835053
12.232599189706146,1.2025339260079109
12.393572759662971,1.2518504559251475
11.830378353605038,1.145521937633671
11.959607669671707,1.2728060405262067
12.404934036369713,1.3530913595171612
11.890420883688375,1.4817505158426636
11.426542722341887,1.357527251733828
