15.83,9.5172
15.828,9.6199
15.822,9.7225
15.811,9.8249
15.797,9.9272
15.778,10.029
15.755,10.131
15.728,10.232
15.697,10.334
15.662,10.434
15.622,10.535
15.579,10.635
15.531,10.735
15.48,10.834
15.424,10.933
15.365,11.031
15.301,11.129
15.234,11.227
15.163,11.324
15.088,11.42
15.009,11.516
14.927,11.611
14.84,11.705
14.751,11.799
14.657,11.892
14.56,11.985
14.46,12.077
14.356,12.168
14.248,12.258
14.138,12.347
14.024,12.436
13.906,12.524
13.786,12.611
13.663,12.697
13.536,12.783
13.407,12.867
13.275,12.95
13.14,13.033
13.002,13.114
12.861,13.195
12.718,13.275
12.573,13.353
12.425,13.431
12.275,13.507
12.122,13.583
11.968,13.657
11.811,13.73
11.652,13.802
11.491,13.873
11.329,13.943
11.165,14.012
10.999,14.08
10.832,14.146
10.663,14.211
10.493,14.275
10.321,14.338
10.149,14.4
9.9754,14.46
9.801,14.519
9.6257,14.577
9.4497,14.633
9.273,14.688
9.0959,14.742
8.9183,14.795
8.7404,14.847
8.5623,14.897
8.3841,14.945
8.206,14.993
8.0279,15.039
7.8501,15.083
7.6727,15.127
7.4957,15.169
7.3193,15.209
7.1435,15.249
6.9686,15.286
6.7946,15.323
6.6215,15.358
6.4496,15.392
6.279,15.424
6.1097,15.455
5.9418,15.484
5.7755,15.512
5.6109,15.538
5.4481,15.563
5.2872,15.587
5.1283,15.609
4.9716,15.629
4.817,15.648
4.6647,15.665
4.5149,15.681
4.3676,15.695
4.2229,15.708
4.0809,15.719
3.9417,15.728
3.8054,15.736
3.672,15.742
3.5417,15.747
3.4146,15.75
3.2906,15.751
3.1699,15.75
3.0526,15.747
2.9386,15.743
2.8281,15.737
2.7211,15.729
2.6176,15.72
2.5176,15.709
2.4213,15.695
2.3285,15.681
2.2394,15.664
2.1539,15.645
2.072,15.625
1.9937,15.603
1.9189,15.579
1.8478,15.553
1.7801,15.525
1.7158,15.496
1.655,15.465
1.5975,15.432
1.5432,15.398
1.4922,15.361
1.4442,15.324
1.3992,15.284
1.3571,15.243
1.3178,15.2
1.2812,15.156
1.2472,15.11
1.2156,15.063
1.1864,15.014
1.1594,14.964
1.1345,14.912
1.1116,14.859
1.0906,14.805
1.0714,14.749
1.0537,14.691
1.0376,14.633
1.023,14.573
1.0096,14.511
0.99754,14.448
0.98655,14.384
0.97661,14.319
0.96763,14.252
0.95952,14.184
0.95221,14.115
0.94563,14.044
0.93972,13.972
0.9344,13.899
0.92964,13.824
0.92536,13.749
0.92154,13.672
0.91812,13.594
0.91505,13.514
0.91232,13.434
0.90988,13.352
0.9077,13.269
0.90575,13.185
0.90401,13.1
0.90247,13.014
0.90109,12.927
0.89986,12.838
0.89876,12.749
0.89778,12.658
0.89691,12.567
0.89613,12.474
0.89543,12.381
0.89481,12.286
0.89426,12.191
0.89376,12.095
0.89332,11.998
0.89293,11.9
0.89257,11.801
0.89226,11.701
0.89197,11.601
0.89172,11.499
0.89149,11.397
0.89129,11.295
0.8911,11.191
0.89094,11.087
0.89079,10.982
0.89066,10.877
0.89054,10.771
0.89043,10.665
0.89033,10.558
0.89025,10.45
0.89017,10.342
0.8901,10.233
0.89004,10.125
0.88998,10.015
0.88993,9.9054
0.88988,9.7953
0.88984,9.6849
0.88981,9.5742
0.88978,9.4632
0.88975,9.3519
0.88973,9.2404
0.88971,9.1288
0.88969,9.0169
0.88968,8.905
0.88967,8.7929
0.88966,8.6807
0.88966,8.5685
0.88966,8.4563
0.88966,8.344
0.88966,8.2318
0.88967,8.1197
0.88968,8.0076
0.88969,7.8956
0.88971,7.7838
0.88973,7.6722
0.88975,7.5607
0.88978,7.4495
0.88981,7.3385
0.88984,7.2278
0.88988,7.1174
0.88993,7.0073
0.88998,6.8976
0.89004,6.7882
0.8901,6.6793
0.89017,6.5709
0.89025,6.4629
0.89033,6.3553
0.89043,6.2484
0.89054,6.1419
0.89066,6.0361
0.89079,5.9308
0.89094,5.8262
0.8911,5.7222
0.89129,5.6189
0.89149,5.5163
0.89172,5.4145
0.89197,5.3134
0.89226,5.2131
0.89257,5.1136
0.89293,5.015
0.89332,4.9172
0.89376,4.8203
0.89426,4.7243
0.89481,4.6293
0.89543,4.5353
0.89613,4.4422
0.89691,4.3502
0.89778,4.2592
0.89876,4.1693
0.89986,4.0806
0.90109,3.9929
0.90247,3.9064
0.90401,3.8212
0.90575,3.7371
0.9077,3.6543
0.90988,3.5728
0.91232,3.4926
0.91505,3.4137
0.91812,3.3362
0.92154,3.2602
0.92536,3.1856
0.92964,3.1125
0.9344,3.0409
0.93972,2.9709
0.94563,2.9025
0.95221,2.8357
0.95952,2.7707
0.96763,2.7073
0.97661,2.6458
0.98655,2.5861
0.99754,2.5282
1.0096,2.4723
1.023,2.4183
1.0376,2.3663
1.0537,2.3163
1.0714,2.2685
1.0906,2.2228
1.1116,2.1792
1.1345,2.1379
1.1594,2.0988
1.1864,2.062
1.2156,2.0275
1.2472,1.9953
1.2812,1.9655
1.3178,1.938
1.3571,1.9129
1.3992,1.8902
1.4442,1.8699
1.4922,1.852
1.5432,1.8365
1.5975,1.8233
1.655,1.8125
1.7158,1.804
1.7801,1.7978
1.8478,1.7939
1.9189,1.7922
1.9937,1.7928
2.072,1.7956
2.1539,1.8005
2.2394,1.8075
2.3285,1.8166
2.4213,1.8277
2.5176,1.8408
2.6176,1.8558
2.7211,1.8727
2.8281,1.8915
2.9386,1.9121
3.0526,1.9344
3.1699,1.9585
3.2906,1.9842
3.4146,2.0116
3.5417,2.0405
3.672,2.0711
3.8054,2.1031
3.9417,2.1367
4.0809,2.1717
4.2229,2.2081
4.3676,2.2459
4.5149,2.285
4.6647,2.3255
4.817,2.3673
4.9716,2.4104
5.1283,2.4548
5.2872,2.5004
5.4481,2.5472
5.6109,2.5952
5.7755,2.6444
5.9418,2.6948
6.1097,2.7463
6.279,2.799
6.4496,2.8528
6.6215,2.9077
6.7946,2.9637
6.9686,3.0208
7.1435,3.079
7.3193,3.1383
7.4957,3.1987
7.6727,3.2601
7.8501,3.3225
8.0279,3.386
8.206,3.4506
8.3841,3.5162
8.5623,3.5828
8.7404,3.6504
8.9183,3.719
9.0959,3.7886
9.273,3.8592
9.4497,3.9308
9.6257,4.0034
9.801,4.0769
9.9754,4.1514
10.149,4.2269
10.321,4.3033
10.493,4.3806
10.663,4.4589
10.832,4.538
10.999,4.6181
11.165,4.699
11.329,4.7808
11.491,4.8635
11.652,4.9471
11.811,5.0315
11.968,5.1167
12.122,5.2027
12.275,5.2895
12.425,5.3771
12.573,5.4655
12.718,5.5546
12.861,5.6445
13.002,5.735
13.14,5.8263
13.275,5.9183
13.407,6.0109
13.536,6.1042
13.663,6.1982
13.786,6.2927
13.906,6.3878
14.024,6.4836
14.138,6.5798
14.248,6.6766
14.356,6.774
14.46,6.8718
14.56,6.9701
14.657,7.0688
14.751,7.168
14.84,7.2676
14.927,7.3676
15.009,7.468
15.088,7.5687
15.163,7.6697
15.234,7.771
15.301,7.8726
15.365,7.9745
15.424,8.0766
15.48,8.1789
15.531,8.2814
15.579,8.3841
15.622,8.4868
15.662,8.5898
15.697,8.6928
15.728,8.7958
15.755,8.8989
15.778,9.0021
15.797,9.1052
15.811,9.2083
15.822,9.3114
15.828,9.4143
