15.83,13.697
15.828,13.739
15.822,13.778
15.811,13.816
15.797,13.853
15.778,13.888
15.755,13.921
15.728,13.952
15.697,13.982
15.662,14.01
15.622,14.037
15.579,14.061
15.531,14.084
15.48,14.106
15.424,14.125
15.365,14.143
15.301,14.159
15.234,14.174
15.163,14.186
15.088,14.197
15.009,14.206
14.927,14.214
14.84,14.22
14.751,14.224
14.657,14.226
14.56,14.227
14.46,14.226
14.356,14.224
14.248,14.22
14.138,14.214
14.024,14.207
13.906,14.198
13.786,14.187
13.663,14.175
13.536,14.161
13.407,14.146
13.275,14.13
13.14,14.112
13.002,14.093
12.861,14.072
12.718,14.05
12.573,14.027
12.425,14.003
12.275,13.977
12.122,13.95
11.968,13.923
11.811,13.894
11.652,13.864
11.491,13.834
11.329,13.802
11.165,13.77
10.999,13.737
10.832,13.703
10.663,13.669
10.493,13.634
10.321,13.599
10.149,13.563
9.9754,13.527
9.801,13.491
9.6257,13.455
9.4497,13.418
9.273,13.382
9.0959,13.345
8.9183,13.309
8.7404,13.272
8.5623,13.236
8.3841,13.2
8.206,13.165
8.0279,13.129
7.8501,13.095
7.6727,13.06
7.4957,13.027
7.3193,12.993
7.1435,12.961
6.9686,12.929
6.7946,12.897
6.6215,12.867
6.4496,12.836
6.279,12.807
6.1097,12.778
5.9418,12.75
5.7755,12.722
5.6109,12.694
5.4481,12.667
5.2872,12.641
5.1283,12.614
4.9716,12.588
4.817,12.562
4.6647,12.536
4.5149,12.509
4.3676,12.482
4.2229,12.455
4.0809,12.427
3.9417,12.399
3.8054,12.369
3.672,12.338
3.5417,12.306
3.4146,12.272
3.2906,12.237
3.1699,12.199
3.0526,12.16
2.9386,12.119
2.8281,12.075
2.7211,12.029
2.6176,11.98
2.5176,11.929
2.4213,11.875
2.3285,11.818
2.2394,11.759
2.1539,11.696
2.072,11.631
1.9937,11.564
1.9189,11.494
1.8478,11.421
1.7801,11.347
1.7158,11.27
1.655,11.191
1.5975,11.11
1.5432,11.028
1.4922,10.945
1.4442,10.86
1.3992,10.775
1.3571,10.689
1.3178,10.602
1.2812,10.515
1.2472,10.428
1.2156,10.341
1.1864,10.254
1.1594,10.167
1.1345,10.081
1.1116,9.9951
1.0906,9.9097
1.0714,9.8249
1.0537,9.7406
1.0376,9.6569
1.023,9.5737
1.0096,9.4911
0.99754,9.409
0.98655,9.3274
0.97661,9.2463
0.96763,9.1655
0.95952,9.0851
0.95221,9.0051
0.94563,8.9253
0.93972,8.8458
0.9344,8.7665
0.92964,8.6873
0.92536,8.6083
0.92154,8.5294
0.91812,8.4505
0.91505,8.3718
0.91232,8.2931
0.90988,8.2144
0.9077,8.1358
0.90575,8.0572
0.90401,7.9786
0.90247,7.9
0.90109,7.8215
0.89986,7.7431
0.89876,7.6647
0.89778,7.5864
0.89691,7.5081
0.89613,7.43
0.89543,7.352
0.89481,7.2742
0.89426,7.1965
0.89376,7.1189
0.89332,7.0416
0.89293,6.9646
0.89257,6.8877
0.89226,6.8112
0.89197,6.7349
0.89172,6.659
0.89149,6.5834
0.89129,6.5082
0.8911,6.4333
0.89094,6.3589
0.89079,6.2849
0.89066,6.2113
0.89054,6.1382
0.89043,6.0657
0.89033,5.9936
0.89025,5.922
0.89017,5.851
0.8901,5.7806
0.89004,5.7107
0.88998,5.6414
0.88993,5.5727
0.88988,5.5047
0.88984,5.4373
0.88981,5.3706
0.88978,5.3045
0.88975,5.239
0.88973,5.1743
0.88971,5.1103
0.88969,5.0469
0.88968,4.9843
0.88967,4.9224
0.88966,4.8612
0.88966,4.8008
0.88966,4.7411
0.88966,4.6822
0.88966,4.624
0.88967,4.5665
0.88968,4.5098
0.88969,4.4539
0.88971,4.3987
0.88973,4.3444
0.88975,4.2907
0.88978,4.2379
0.88981,4.1858
0.88984,4.1345
0.88988,4.084
0.88993,4.0343
0.88998,3.9853
0.89004,3.9371
0.8901,3.8896
0.89017,3.843
0.89025,3.7971
0.89033,3.7519
0.89043,3.7076
0.89054,3.664
0.89066,3.6211
0.89079,3.5791
0.89094,3.5377
0.8911,3.4972
0.89129,3.4573
0.89149,3.4183
0.89172,3.3799
0.89197,3.3424
0.89226,3.3055
0.89257,3.2694
0.89293,3.2341
0.89332,3.1994
0.89376,3.1656
0.89426,3.1324
0.89481,3.1
0.89543,3.0684
